Lead_Origin,Lead Source,Converted,Total_Visits,Total_Time_Website,Page_Views_Per_Visit,Last_Activity,Current_Occupation,Lead_Quality,Activity_Index,Profile_Index,Free_Copy
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,3,2,No
API,Google,0,3,1222,1.5,Olark Chat Conversation,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,1,9,747,9,Email Opened,Unemployed,2,2,3,No
Landing Page Submission,Direct Traffic,1,2,33,2,Email Opened,Unemployed,3,2,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,3,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Google,0,2,84,1,Olark Chat Conversation,Other,1,3,2,No
Landing Page Submission,Google,0,3,255,3,Email Opened,Unemployed,3,2,3,No
API,Direct Traffic,1,5,1885,1.67,SMS Sent,Unemployed,3,2,1,No
API,Google,0,2,41,2,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,1,5,866,5,SMS Sent,Unemployed,4,2,3,No
API,Olark Chat,1,0,0,0,Email Opened,Working Professional,4,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Working Professional,4,2,2,No
API,Google,1,3,1231,1.5,SMS Sent,Other,4,2,2,No
Landing Page Submission,Google,1,4,1396,4,Email Opened,Unemployed,3,2,3,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,1,4,1696,4,Page Visited on Website,Unemployed,5,3,3,No
Landing Page Submission,Direct Traffic,1,2,1020,2,Email Opened,Unemployed,2,2,3,No
API,Google,0,2,81,2,Olark Chat Conversation,Unemployed,3,2,2,No
API,Google,0,1,362,1,Others,Unemployed,1,2,2,No
Landing Page Submission,Google,0,4,235,4,Email Opened,Unemployed,3,1,3,No
Landing Page Submission,Direct Traffic,0,2,530,2,Email Opened,Unemployed,3,2,2,No
API,Organic Search,0,2,471,2,Email Opened,Unemployed,1,3,2,No
API,Google,0,3,382,1.5,Email Opened,Unemployed,2,2,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,1419,2,Email Opened,Unemployed,3,2,3,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,1,2,No
API,Olark Chat,1,8,567,4,SMS Sent,Unemployed,2,2,3,Yes
Landing Page Submission,Direct Traffic,0,5,13,1.25,Page Visited on Website,Unemployed,3,2,3,No
Landing Page Submission,Organic Search,0,3,420,3,Email Opened,Unemployed,3,2,2,Yes
API,Google,1,2,1043,2,SMS Sent,Unemployed,2,2,2,No
API,Google,1,3,1490,3,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Organic Search,1,13,1219,2.17,Olark Chat Conversation,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,11,2,Email Opened,Unemployed,1,2,3,Yes
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Working Professional,2,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,1,3,2,No
Landing Page Submission,Direct Traffic,0,9,57,1.8,Email Opened,Unemployed,3,2,3,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,2,2,2,No
API,Olark Chat,1,3,1228,1.5,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Google,0,5,169,2.5,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Organic Search,0,3,82,3,Email Opened,Unemployed,3,2,3,Yes
Lead Add Form,Others,1,0,0,0,Email Opened,Unemployed,5,2,3,No
API,Google,1,4,1125,2,Page Visited on Website,Unemployed,2,2,3,No
Landing Page Submission,Google,1,5,321,2.5,SMS Sent,Unemployed,3,2,3,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Google,1,2,636,1,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Other,1,3,2,No
Landing Page Submission,Google,1,2,882,2,Email Opened,Working Professional,2,2,3,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,0,2,216,2,Others,Unemployed,3,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Google,1,6,1626,6,SMS Sent,Unemployed,3,3,3,No
API,Google,0,2,1622,2,Page Visited on Website,Unemployed,2,2,2,No
Landing Page Submission,Direct Traffic,1,5,1591,5,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Organic Search,1,4,852,4,Others,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,3,96,3,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,6,652,2,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,1,11,900,11,SMS Sent,Unemployed,3,3,3,Yes
Landing Page Submission,Organic Search,1,4,41,2,Email Opened,Unemployed,2,2,3,Yes
API,Google,1,10,1489,2,SMS Sent,Unemployed,3,2,2,No
API,Organic Search,0,3,236,1.5,Email Opened,Unemployed,3,1,2,No
Landing Page Submission,Google,1,3,694,3,Email Opened,Unemployed,5,2,3,No
Lead Add Form,Others,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,5,228,5,Others,Unemployed,3,2,2,Yes
Landing Page Submission,Google,0,3,1730,3,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Google,0,3,87,3,Email Opened,Unemployed,3,1,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Others,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
API,Google,0,1,54,1,Others,Unemployed,1,2,2,No
Landing Page Submission,Direct Traffic,1,2,114,2,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Google,1,4,464,2,Email Opened,Other,2,2,3,Yes
Landing Page Submission,Organic Search,0,14,255,7,Olark Chat Conversation,Unemployed,3,2,3,Yes
API,Google,0,3,1628,1,Email Opened,Unemployed,2,2,3,No
Lead Add Form,Reference,1,7,866,7,Email Opened,Unemployed,5,3,3,No
Lead Add Form,Reference,1,3,1441,3,SMS Sent,Unemployed,4,3,3,Yes
API,Google,1,2,1017,2,Email Opened,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,5,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,2,2,3,No
Landing Page Submission,Google,1,5,314,5,SMS Sent,Other,3,2,2,No
Landing Page Submission,Google,1,4,1046,4,SMS Sent,Working Professional,4,2,3,No
API,Google,0,3,89,1.5,Olark Chat Conversation,Unemployed,1,2,2,No
Landing Page Submission,Direct Traffic,1,1,1320,1,Others,Working Professional,2,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Other,2,2,2,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Google,1,2,1349,2,SMS Sent,Unemployed,3,2,2,No
API,Google,1,3,92,1,SMS Sent,Unemployed,4,2,2,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
API,Google,1,5,1484,5,SMS Sent,Unemployed,4,2,2,No
API,Google,1,5,1030,5,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Google,1,10,147,2.5,Email Opened,Unemployed,2,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Google,1,9,128,4.5,Email Opened,Unemployed,5,2,3,Yes
Landing Page Submission,Google,0,4,1614,4,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Google,0,3,93,1.5,Email Opened,Unemployed,3,2,2,No
API,Google,0,2,344,2,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Google,0,5,301,5,Email Opened,Unemployed,3,1,3,Yes
API,Google,0,1,200,1,Others,Unemployed,1,2,2,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
API,Google,1,2,1554,2,Email Opened,Working Professional,5,2,3,No
API,Google,0,2,371,2,Others,Unemployed,3,1,2,No
Landing Page Submission,Google,0,5,1313,1.67,Others,Unemployed,4,2,3,Yes
Landing Page Submission,Google,0,5,1287,2.5,Page Visited on Website,Unemployed,3,2,3,Yes
API,Olark Chat,0,0,0,0,Page Visited on Website,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,3,413,3,Email Opened,Unemployed,3,2,3,Yes
API,Direct Traffic,1,13,20,2.6,Others,Unemployed,5,3,3,No
Landing Page Submission,Direct Traffic,1,9,382,4.5,Email Opened,Unemployed,5,2,3,Yes
Landing Page Submission,Direct Traffic,0,4,166,4,Email Opened,Unemployed,4,1,3,No
Landing Page Submission,Organic Search,1,3,312,1.5,Others,Working Professional,4,2,2,Yes
Landing Page Submission,Direct Traffic,0,4,349,4,Page Visited on Website,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,1,13,998,2.17,SMS Sent,Working Professional,4,3,2,Yes
Landing Page Submission,Direct Traffic,0,2,144,2,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Google,0,3,1157,3,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,1,3,1087,1.5,SMS Sent,Unemployed,4,2,3,Yes
API,Google,1,3,992,3,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Google,0,4,329,4,Email Opened,Unemployed,2,2,3,No
Landing Page Submission,Google,0,2,1269,2,Email Opened,Unemployed,3,2,3,No
Lead Add Form,Reference,0,0,0,0,Email Opened,Unemployed,2,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,2,2,2,No
Landing Page Submission,Google,1,8,1391,2.67,Email Opened,Working Professional,5,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,2,2,3,No
API,Google,0,2,158,1,Others,Unemployed,1,1,2,No
Landing Page Submission,Direct Traffic,0,4,82,4,Page Visited on Website,Unemployed,3,2,2,Yes
Landing Page Submission,Organic Search,1,7,1242,3.5,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,4,1236,4,Page Visited on Website,Unemployed,3,2,3,Yes
API,Google,1,2,1696,2,Email Opened,Unemployed,3,1,2,No
Landing Page Submission,Organic Search,1,4,344,4,Email Opened,Unemployed,2,2,3,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,3,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Lead Add Form,Others,1,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,3,2,No
API,Google,1,2,915,2,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,240,2,Email Opened,Unemployed,2,2,2,No
API,Google,1,2,1196,2,SMS Sent,Unemployed,3,2,2,No
API,Google,1,3,25,3,SMS Sent,Working Professional,4,2,2,No
Landing Page Submission,Google,0,6,422,6,SMS Sent,Unemployed,4,2,2,No
API,Organic Search,1,7,998,1.75,SMS Sent,Unemployed,4,2,2,No
API,Google,1,3,1557,3,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Google,1,7,1380,7,Email Opened,Unemployed,3,2,2,Yes
API,Google,1,3,318,3,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,3,2,No
API,Google,0,2,884,2,Page Visited on Website,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,5,1656,5,SMS Sent,Unemployed,5,2,3,Yes
Landing Page Submission,Google,0,8,94,8,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Google,1,7,940,7,Email Opened,Unemployed,4,2,3,Yes
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,2,1558,2,SMS Sent,Working Professional,4,2,3,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,4,1052,4,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Google,1,3,1030,3,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Google,1,9,127,3,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Organic Search,0,6,1243,6,Email Opened,Unemployed,4,3,3,Yes
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Other,2,2,2,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,5,2,3,No
API,Google,1,2,1025,2,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Organic Search,1,16,1804,2.67,Email Opened,Unemployed,3,3,3,Yes
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Google,1,5,1388,1.67,SMS Sent,Unemployed,3,2,3,Yes
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,5,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,1,4,1425,4,SMS Sent,Unemployed,3,3,2,Yes
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Working Professional,5,2,3,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Google,1,3,684,3,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,4,66,1.33,Email Opened,Unemployed,3,2,2,Yes
API,Google,1,2,1113,2,Email Opened,Unemployed,4,2,2,No
Lead Add Form,Reference,1,0,0,0,Others,Unemployed,5,2,2,No
API,Google,0,2,910,1,Olark Chat Conversation,Unemployed,5,2,3,No
API,Organic Search,1,7,1141,1.75,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,1,4,95,4,Email Opened,Unemployed,3,2,2,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Google,1,3,1376,3,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,1,23,1677,2.09,Olark Chat Conversation,Unemployed,3,3,2,No
API,Google,1,5,908,1.67,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,1,5,934,2.5,SMS Sent,Unemployed,4,2,3,Yes
Lead Add Form,Reference,1,2,961,2,Others,Unemployed,5,3,2,No
API,Google,1,2,1328,1,SMS Sent,Unemployed,3,3,2,No
Landing Page Submission,Organic Search,1,5,1728,5,SMS Sent,Unemployed,4,2,2,Yes
Landing Page Submission,Google,1,3,1713,3,Email Opened,Unemployed,3,2,2,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Google,0,2,393,2,Olark Chat Conversation,Unemployed,3,2,2,No
API,Google,1,4,1279,2,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,4,99,2,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Google,1,5,1421,5,SMS Sent,Unemployed,4,2,3,No
API,Google,1,12,830,2.4,Email Opened,Unemployed,2,2,2,Yes
Landing Page Submission,Google,0,5,1027,5,Page Visited on Website,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,5,1757,2.5,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,0,3,1873,1.5,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,281,2,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Google,0,8,262,8,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Google,1,4,45,4,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,1,5,3,2.5,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Google,0,3,264,3,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,133,2,SMS Sent,Unemployed,1,2,3,Yes
Landing Page Submission,Google,1,3,354,3,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Google,0,5,740,2.5,Page Visited on Website,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,0,55,297,55,Page Visited on Website,Unemployed,3,3,2,Yes
API,Olark Chat,1,4,40,2,Page Visited on Website,Unemployed,3,3,2,No
API,Olark Chat,0,3,406,1.5,Others,Unemployed,3,1,1,Yes
Landing Page Submission,Google,0,4,1222,4,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Google,1,7,70,7,Others,Unemployed,5,2,3,No
API,Google,1,4,1494,4,Email Opened,Unemployed,2,3,3,No
API,Google,1,3,739,3,Email Opened,Other,2,2,3,No
Landing Page Submission,Direct Traffic,1,3,802,3,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,1,2,835,2,SMS Sent,Unemployed,3,2,3,Yes
API,Direct Traffic,0,5,129,2.5,Olark Chat Conversation,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,5,129,2.5,Olark Chat Conversation,Unemployed,3,2,3,No
Landing Page Submission,Google,0,3,260,3,SMS Sent,Unemployed,3,1,3,No
Landing Page Submission,Direct Traffic,0,3,349,3,Email Opened,Unemployed,4,2,2,Yes
Landing Page Submission,Google,0,2,774,2,Email Opened,Working Professional,3,2,3,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,2,3,2,No
Landing Page Submission,Direct Traffic,0,3,1359,3,Page Visited on Website,Unemployed,1,2,3,Yes
Landing Page Submission,Organic Search,1,3,209,3,Others,Unemployed,2,1,3,Yes
API,Google,0,6,648,6,Page Visited on Website,Unemployed,3,2,2,No
API,Google,0,2,1099,2,Page Visited on Website,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,3,143,3,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,2,2,3,No
Landing Page Submission,Google,0,7,720,3.5,Others,Unemployed,3,1,3,No
Landing Page Submission,Organic Search,0,3,291,3,Page Visited on Website,Unemployed,3,2,2,Yes
Landing Page Submission,Google,0,18,1428,6,Page Visited on Website,Unemployed,4,3,2,Yes
Landing Page Submission,Direct Traffic,0,2,447,2,Email Opened,Other,1,2,2,Yes
API,Google,0,3,355,3,Email Opened,Working Professional,2,2,2,No
Landing Page Submission,Direct Traffic,0,3,313,3,Email Opened,Unemployed,4,2,2,Yes
API,Google,1,6,1134,6,Page Visited on Website,Unemployed,2,3,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,2,3,2,No
Landing Page Submission,Direct Traffic,0,3,2,3,Email Opened,Unemployed,1,2,2,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Direct Traffic,1,8,568,4,Email Opened,Unemployed,2,2,3,No
Landing Page Submission,Direct Traffic,0,2,317,2,Email Opened,Unemployed,3,2,2,Yes
API,Direct Traffic,0,10,1082,3.33,Olark Chat Conversation,Other,1,2,2,No
Landing Page Submission,Direct Traffic,1,11,1027,5.5,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Organic Search,0,3,1129,3,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Organic Search,0,4,1410,4,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Google,1,7,751,7,Email Opened,Unemployed,4,2,3,No
Landing Page Submission,Google,0,4,332,4,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Organic Search,1,5,169,5,Email Opened,Unemployed,5,2,3,Yes
Landing Page Submission,Direct Traffic,1,4,1514,4,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Organic Search,1,5,33,2.5,Email Opened,Unemployed,4,2,2,Yes
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,2,2,3,No
Landing Page Submission,Direct Traffic,1,4,985,2,SMS Sent,Unemployed,4,2,2,Yes
API,Google,1,2,1556,1,Olark Chat Conversation,Unemployed,2,3,2,No
API,Organic Search,1,1,1196,1,Others,Unemployed,2,2,2,No
Landing Page Submission,Google,1,4,701,4,SMS Sent,Unemployed,4,2,3,No
API,Google,0,3,101,3,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,0,4,177,4,Email Opened,Unemployed,3,2,3,No
API,Google,0,3,114,3,Others,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Google,0,4,346,4,Email Opened,Unemployed,1,2,3,No
Landing Page Submission,Google,1,5,1204,5,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Organic Search,0,7,136,7,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,1,102,1,Others,Unemployed,3,2,2,No
Landing Page Submission,Google,1,4,99,4,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,3,1039,3,SMS Sent,Working Professional,4,2,2,Yes
API,Google,1,2,872,2,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Direct Traffic,1,4,300,4,SMS Sent,Unemployed,4,2,2,Yes
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Google,1,2,1567,1,SMS Sent,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,1,2,1677,2,Email Opened,Unemployed,2,2,3,Yes
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,5,2,3,No
API,Olark Chat,1,0,0,0,Olark Chat Conversation,Unemployed,3,3,2,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Google,0,2,559,2,SMS Sent,Unemployed,1,2,2,No
Landing Page Submission,Google,0,4,439,4,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Google,1,5,1008,5,Email Opened,Working Professional,2,2,3,No
Landing Page Submission,Google,1,2,1059,2,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Google,0,2,606,2,Others,Unemployed,3,1,3,No
Lead Add Form,Reference,1,0,0,0,Others,Unemployed,5,2,2,No
Landing Page Submission,Organic Search,1,11,823,3.67,SMS Sent,Unemployed,4,2,2,Yes
Landing Page Submission,Google,0,2,177,2,Others,Unemployed,3,2,2,No
Landing Page Submission,Google,1,21,1198,5.25,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Google,1,4,1559,4,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,89,2,Email Opened,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,113,2,Email Opened,Unemployed,4,2,3,No
Landing Page Submission,Organic Search,0,9,221,3,Email Opened,Unemployed,2,2,3,No
API,Google,0,2,242,2,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Google,1,3,1475,3,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,2,222,2,Others,Unemployed,3,1,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,6,1189,6,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Google,0,2,1552,2,Others,Unemployed,3,2,3,No
Landing Page Submission,Organic Search,0,4,337,4,Email Opened,Unemployed,4,2,3,Yes
Landing Page Submission,Google,1,4,324,4,SMS Sent,Other,4,2,3,No
Landing Page Submission,Google,0,6,30,6,Email Opened,Unemployed,3,2,3,Yes
API,Olark Chat,1,12,333,4,Email Opened,Working Professional,2,2,3,No
Landing Page Submission,Google,1,4,885,4,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Google,0,4,1714,4,Email Opened,Unemployed,3,2,2,No
